competitionCode,homeShortName,awayShortName,matchday,kickoffAt,status,homeScore,awayScore,homeTries,awayTries
TOP14,LAR,TOL,16,2027-01-30T16:35:00,SCHEDULED,,,,
TOP14,LOU,BAY,16,2027-01-30T16:35:00,SCHEDULED,,,,
TOP14,PAU,MHR,16,2027-01-30T16:35:00,SCHEDULED,,,,
TOP14,RAC,CAS,16,2027-01-30T16:35:00,SCHEDULED,,,,
TOP14,BAY,LAR,17,2027-02-20T16:35:00,SCHEDULED,,,,
TOP14,USAP,PAU,17,2027-02-20T16:35:00,SCHEDULED,,,,
TOP14,VAN,CAS,17,2027-02-20T16:35:00,SCHEDULED,,,,
TOP14,MHR,RAC,17,2027-02-20T16:35:00,SCHEDULED,,,,
TOP14,SFP,UBB,17,2027-02-20T16:35:00,SCHEDULED,,,,
TOP14,TOL,ASM,17,2027-02-20T16:35:00,SCHEDULED,,,,
TOP14,TOU,LOU,17,2027-02-20T16:35:00,SCHEDULED,,,,
TOP14,UBB,TOL,18,2027-02-27T16:35:00,SCHEDULED,,,,
TOP14,CAS,USAP,18,2027-02-27T16:35:00,SCHEDULED,,,,
TOP14,ASM,BAY,18,2027-02-27T16:35:00,SCHEDULED,,,,
TOP14,LAR,SFP,18,2027-02-27T16:35:00,SCHEDULED,,,,
TOP14,LOU,MHR,18,2027-02-27T16:35:00,SCHEDULED,,,,
TOP14,PAU,VAN,18,2027-02-27T16:35:00,SCHEDULED,,,,
TOP14,RAC,TOU,18,2027-02-27T16:35:00,SCHEDULED,,,,
TOP14,BAY,UBB,19,2027-03-20T16:35:00,SCHEDULED,,,,
TOP14,USAP,RAC,19,2027-03-20T16:35:00,SCHEDULED,,,,
TOP14,CAS,LAR,19,2027-03-20T16:35:00,SCHEDULED,,,,
TOP14,MHR,ASM,19,2027-03-20T16:35:00,SCHEDULED,,,,
TOP14,SFP,PAU,19,2027-03-20T16:35:00,SCHEDULED,,,,
TOP14,TOL,LOU,19,2027-03-20T16:35:00,SCHEDULED,,,,
TOP14,TOU,VAN,19,2027-03-20T16:35:00,SCHEDULED,,,,
TOP14,BAY,MHR,20,2027-03-27T16:35:00,SCHEDULED,,,,
TOP14,USAP,LAR,20,2027-03-27T16:35:00,SCHEDULED,,,,
TOP14,UBB,TOU,20,2027-03-27T16:35:00,SCHEDULED,,,,
TOP14,VAN,SFP,20,2027-03-27T16:35:00,SCHEDULED,,,,
TOP14,ASM,PAU,20,2027-03-27T16:35:00,SCHEDULED,,,,
TOP14,LOU,CAS,20,2027-03-27T16:35:00,SCHEDULED,,,,
TOP14,RAC,TOL,20,2027-03-27T16:35:00,SCHEDULED,,,,
TOP14,CAS,BAY,21,2027-04-17T16:35:00,SCHEDULED,,,,
TOP14,LAR,VAN,21,2027-04-17T16:35:00,SCHEDULED,,,,
TOP14,LOU,USAP,21,2027-04-17T16:35:00,SCHEDULED,,,,
TOP14,MHR,UBB,21,2027-04-17T16:35:00,SCHEDULED,,,,
TOP14,SFP,ASM,21,2027-04-17T16:35:00,SCHEDULED,,,,
TOP14,PAU,RAC,21,2027-04-17T16:35:00,SCHEDULED,,,,
TOP14,TOL,TOU,21,2027-04-17T16:35:00,SCHEDULED,,,,
TOP14,BAY,PAU,22,2027-04-24T16:35:00,SCHEDULED,,,,
TOP14,USAP,MHR,22,2027-04-24T16:35:00,SCHEDULED,,,,
TOP14,UBB,LAR,22,2027-04-24T16:35:00,SCHEDULED,,,,
TOP14,VAN,TOL,22,2027-04-24T16:35:00,SCHEDULED,,,,
TOP14,ASM,LOU,22,2027-04-24T16:35:00,SCHEDULED,,,,
TOP14,SFP,RAC,22,2027-04-24T16:35:00,SCHEDULED,,,,
TOP14,TOU,CAS,22,2027-04-24T16:35:00,SCHEDULED,,,,
TOP14,BAY,VAN,23,2027-05-08T16:35:00,SCHEDULED,,,,
TOP14,ASM,USAP,23,2027-05-08T16:35:00,SCHEDULED,,,,
TOP14,LOU,SFP,23,2027-05-08T16:35:00,SCHEDULED,,,,
TOP14,MHR,TOU,23,2027-05-08T16:35:00,SCHEDULED,,,,
TOP14,PAU,UBB,23,2027-05-08T16:35:00,SCHEDULED,,,,
TOP14,RAC,LAR,23,2027-05-08T16:35:00,SCHEDULED,,,,
TOP14,TOL,CAS,23,2027-05-08T16:35:00,SCHEDULED,,,,
TOP14,USAP,BAY,24,2027-05-15T16:35:00,SCHEDULED,,,,
TOP14,UBB,ASM,24,2027-05-15T16:35:00,SCHEDULED,,,,
TOP14,VAN,RAC,24,2027-05-15T16:35:00,SCHEDULED,,,,
TOP14,CAS,MHR,24,2027-05-15T16:35:00,SCHEDULED,,,,
TOP14,LAR,LOU,24,2027-05-15T16:35:00,SCHEDULED,,,,
TOP14,SFP,TOL,24,2027-05-15T16:35:00,SCHEDULED,,,,
TOP14,TOU,PAU,24,2027-05-15T16:35:00,SCHEDULED,,,,
TOP14,BAY,RAC,25,2027-05-29T16:35:00,SCHEDULED,,,,
TOP14,CAS,PAU,25,2027-05-29T16:35:00,SCHEDULED,,,,
TOP14,ASM,LAR,25,2027-05-29T16:35:00,SCHEDULED,,,,
TOP14,LOU,UBB,25,2027-05-29T16:35:00,SCHEDULED,,,,
TOP14,MHR,VAN,25,2027-05-29T16:35:00,SCHEDULED,,,,
TOP14,TOL,USAP,25,2027-05-29T16:35:00,SCHEDULED,,,,
TOP14,TOU,SFP,25,2027-05-29T16:35:00,SCHEDULED,,,,
TOP14,USAP,TOU,26,2027-06-05T16:35:00,SCHEDULED,,,,
TOP14,UBB,CAS,26,2027-06-05T16:35:00,SCHEDULED,,,,
TOP14,VAN,LOU,26,2027-06-05T16:35:00,SCHEDULED,,,,
TOP14,LAR,MHR,26,2027-06-05T16:35:00,SCHEDULED,,,,
TOP14,SFP,BAY,26,2027-06-05T16:35:00,SCHEDULED,,,,
TOP14,PAU,TOL,26,2027-06-05T16:35:00,SCHEDULED,,,,
TOP14,RAC,ASM,26,2027-06-05T16:35:00,SCHEDULED,,,,
TOP14,ASM,BAY,20260228,2026-02-28T13:30:00,FINISHED,38,15,,
TOP14,BAY,ASM,20251018,2025-10-18T12:30:00,FINISHED,44,17,,
TOP14,BAY,ASM,20250613,2025-06-13T19:05:00,FINISHED,20,3,,
TOP14,BAY,ASM,20250302,2025-03-02T20:05:00,FINISHED,31,18,,
TOP14,ASM,BAY,20240921,2024-09-21T14:30:00,FINISHED,26,10,,
TOP14,BAY,ASM,20240217,2024-02-17T20:05:00,FINISHED,21,13,,
TOP14,ASM,BAY,20231104,2023-11-04T16:00:00,FINISHED,46,14,,
TOP14,BAY,ASM,20230513,2023-05-13T15:00:00,FINISHED,21,18,,
TOP14,ASM,BAY,20221105,2022-11-05T16:00:00,FINISHED,20,25,,
TOP14,ASM,BAY,20210220,2021-02-20T16:45:00,FINISHED,73,3,,
TOP14,BAY,ASM,20200912,2020-09-12T16:15:00,FINISHED,21,19,,
TOP14,BAY,ASM,20190831,2019-08-31T13:30:00,FINISHED,30,34,,
TOP14,ASM,BAY,20170218,2017-02-18T17:30:00,FINISHED,46,27,,
TOP14,BAY,ASM,20161112,2016-11-12T19:45:00,FINISHED,22,14,,
TOP14,ASM,BAY,20150307,2015-03-07T17:30:00,FINISHED,28,16,,
TOP14,BAY,ASM,20141101,2014-11-01T19:45:00,FINISHED,24,13,,
TOP14,BAY,ASM,20140125,2014-01-25T17:30:00,FINISHED,18,9,,
TOP14,ASM,BAY,20130904,2013-09-04T17:00:00,FINISHED,55,0,,
TOP14,ASM,BAY,20121230,2012-12-30T14:00:00,FINISHED,48,3,,
TOP14,BAY,ASM,20120818,2012-08-18T17:00:00,FINISHED,6,13,,
TOP14,BAY,ASM,20120218,2012-02-18T13:15:00,FINISHED,22,22,,
TOP14,ASM,BAY,20110923,2011-09-23T18:00:00,FINISHED,19,13,,
TOP14,ASM,BAY,20110219,2011-02-19T13:30:00,FINISHED,24,19,,
TOP14,BAY,ASM,20100910,2010-09-10T18:45:00,FINISHED,18,16,,
TOP14,BAY,ASM,20100312,2010-03-12T18:00:00,FINISHED,22,13,,
TOP14,ASM,BAY,20091003,2009-10-03T12:30:00,FINISHED,38,13,,
TOP14,ASM,BAY,20090131,2009-01-31T13:30:00,FINISHED,44,10,,
TOP14,BAY,ASM,20080905,2008-09-05T18:30:00,FINISHED,17,6,,
TOP14,CAS,ASM,20260131,2026-01-31T15:35:00,FINISHED,28,23,,
TOP14,ASM,CAS,20251025,2025-10-25T14:35:00,FINISHED,63,14,,
TOP14,CAS,ASM,20250524,2025-05-24T19:00:00,FINISHED,34,29,,
TOP14,ASM,CAS,20241130,2024-11-30T15:30:00,FINISHED,54,10,,
TOP14,ASM,CAS,20240518,2024-05-18T15:00:00,FINISHED,36,20,,
TOP14,CAS,ASM,20240127,2024-01-27T16:00:00,FINISHED,20,23,,
TOP14,ASM,CAS,20230204,2023-02-04T16:00:00,FINISHED,41,26,,
TOP14,CAS,ASM,20221029,2022-10-29T13:00:00,FINISHED,26,22,,
TOP14,CAS,ASM,20220423,2022-04-23T12:15:00,FINISHED,12,0,,
TOP14,ASM,CAS,20210911,2021-09-11T13:00:00,FINISHED,30,34,,
TOP14,ASM,CAS,20210123,2021-01-23T17:15:00,FINISHED,59,19,,
TOP14,CAS,ASM,20201127,2020-11-27T19:45:00,FINISHED,14,40,,
TOP14,ASM,CAS,20191229,2019-12-29T17:00:00,FINISHED,39,22,,
TOP14,CAS,ASM,20190126,2019-01-26T14:00:00,FINISHED,24,16,,
TOP14,ASM,CAS,20181027,2018-10-27T12:45:00,FINISHED,41,6,,
TOP14,ASM,CAS,20171231,2017-12-31T15:00:00,FINISHED,27,31,,
TOP14,CAS,ASM,20171001,2017-10-01T14:50:00,FINISHED,29,23,,
TOP14,CAS,ASM,20170304,2017-03-04T13:45:00,FINISHED,26,16,,
TOP14,ASM,CAS,20161001,2016-10-01T12:45:00,FINISHED,29,19,,
TOP14,CAS,ASM,20160220,2016-02-20T13:45:00,FINISHED,17,28,,
TOP14,ASM,CAS,20151031,2015-10-31T19:45:00,FINISHED,42,13,,
TOP14,CAS,ASM,20150425,2015-04-25T18:45:00,FINISHED,31,10,,
TOP14,ASM,CAS,20141220,2014-12-20T19:45:00,FINISHED,19,10,,
TOP14,ASM,CAS,20140510,2014-05-10T14:30:00,FINISHED,16,22,,
TOP14,ASM,CAS,20140411,2014-04-11T18:45:00,FINISHED,23,11,,
TOP14,CAS,ASM,20131101,2013-11-01T20:00:00,FINISHED,22,22,,
TOP14,ASM,CAS,20130525,2013-05-25T14:30:00,FINISHED,9,25,,
TOP14,ASM,CAS,20130309,2013-03-09T19:40:00,FINISHED,37,10,,
TOP14,CAS,ASM,20121005,2012-10-05T18:50:00,FINISHED,16,13,,
TOP14,CAS,ASM,20120505,2012-05-05T12:15:00,FINISHED,30,19,,
TOP14,ASM,CAS,20111203,2011-12-03T13:15:00,FINISHED,33,16,,
TOP14,CAS,ASM,20110312,2011-03-12T19:35:00,FINISHED,23,19,,
TOP14,ASM,CAS,20100925,2010-09-25T12:30:00,FINISHED,24,6,,
TOP14,ASM,CAS,20100416,2010-04-16T18:45:00,FINISHED,25,19,,
TOP14,CAS,ASM,20091105,2009-11-05T18:30:00,FINISHED,9,9,,
TOP14,ASM,CAS,20090228,2009-02-28T13:30:00,FINISHED,43,20,,
TOP14,CAS,ASM,20080920,2008-09-20T12:30:00,FINISHED,12,6,,
TOP14,ASM,LAR,20260125,2026-01-25T20:05:00,FINISHED,32,27,,
TOP14,LAR,ASM,20250913,2025-09-13T14:35:00,FINISHED,34,16,,
TOP14,ASM,LAR,20250329,2025-03-29T15:30:00,FINISHED,33,19,,
TOP14,LAR,ASM,20241221,2024-12-21T13:30:00,FINISHED,20,15,,
TOP14,LAR,ASM,20240303,2024-03-03T20:05:00,FINISHED,42,3,,
TOP14,ASM,LAR,20230902,2023-09-02T19:05:00,FINISHED,11,10,,
TOP14,LAR,ASM,20230422,2023-04-22T13:00:00,FINISHED,26,13,,
TOP14,ASM,LAR,20220925,2022-09-25T19:05:00,FINISHED,22,13,,
TOP14,LAR,ASM,20220219,2022-02-19T20:05:00,FINISHED,31,27,,
TOP14,ASM,LAR,20210918,2021-09-18T19:05:00,FINISHED,23,22,,
TOP14,ASM,LAR,20210605,2021-06-05T19:05:00,FINISHED,25,20,,
TOP14,LAR,ASM,20201108,2020-11-08T20:05:00,FINISHED,19,10,,
TOP14,ASM,LAR,20190825,2019-08-25T14:50:00,FINISHED,28,10,,
TOP14,ASM,LAR,20190510,2019-05-10T18:45:00,FINISHED,36,16,,
TOP14,ASM,LAR,20190106,2019-01-06T16:00:00,FINISHED,44,19,,
TOP14,LAR,ASM,20181006,2018-10-06T12:45:00,FINISHED,16,12,,
TOP14,ASM,LAR,20180304,2018-03-04T15:50:00,FINISHED,21,17,,
TOP14,LAR,ASM,20170909,2017-09-09T12:45:00,FINISHED,51,20,,
TOP14,ASM,LAR,20170506,2017-05-06T18:45:00,FINISHED,30,26,,
TOP14,LAR,ASM,20160820,2016-08-20T18:45:00,FINISHED,30,30,,
TOP14,ASM,LAR,20160605,2016-06-05T18:45:00,FINISHED,57,8,,
TOP14,LAR,ASM,20150822,2015-08-22T12:45:00,FINISHED,6,44,,
TOP14,LAR,ASM,20150131,2015-01-31T17:30:00,FINISHED,16,12,,
TOP14,ASM,LAR,20141011,2014-10-11T13:00:00,FINISHED,30,10,,
TOP14,ASM,LAR,20110423,2011-04-23T12:30:00,FINISHED,34,10,,
TOP14,LAR,ASM,20110407,2011-04-07T18:45:00,FINISHED,13,23,,
TOP14,LAR,ASM,20101104,2010-11-04T18:00:00,FINISHED,22,14,,
TOP14,ASM,LOU,20260418,2026-04-18T14:35:00,FINISHED,41,23,,
TOP14,LOU,ASM,20251122,2025-11-22T13:30:00,FINISHED,43,24,,
TOP14,ASM,LOU,20250426,2025-04-26T14:30:00,FINISHED,39,31,,
TOP14,LOU,ASM,20241123,2024-11-23T15:30:00,FINISHED,22,30,,
TOP14,ASM,LOU,20240203,2024-02-03T16:00:00,FINISHED,38,21,,
TOP14,LOU,ASM,20231029,2023-10-29T15:05:00,FINISHED,41,22,,
TOP14,LOU,ASM,20230128,2023-01-28T14:00:00,FINISHED,34,14,,
TOP14,ASM,LOU,20221001,2022-10-01T15:00:00,FINISHED,43,20,,
TOP14,ASM,LOU,20220305,2022-03-05T20:05:00,FINISHED,25,16,,
TOP14,LOU,ASM,20210905,2021-09-05T15:45:00,FINISHED,28,19,,
TOP14,LOU,ASM,20210424,2021-04-24T12:45:00,FINISHED,41,30,,
TOP14,ASM,LOU,20210205,2021-02-05T19:45:00,FINISHED,26,18,,
TOP14,ASM,LOU,20191020,2019-10-20T14:50:00,FINISHED,24,15,,
TOP14,ASM,LOU,20190609,2019-06-09T14:30:00,FINISHED,33,13,,
TOP14,LOU,ASM,20190224,2019-02-24T15:50:00,FINISHED,19,13,,
TOP14,ASM,LOU,20181125,2018-11-25T15:50:00,FINISHED,31,11,,
TOP14,LOU,ASM,20180217,2018-02-17T19:45:00,FINISHED,36,10,,
TOP14,ASM,LOU,20171118,2017-11-18T13:45:00,FINISHED,39,18,,
TOP14,LOU,ASM,20170429,2017-04-29T16:30:00,FINISHED,20,23,,
TOP14,ASM,LOU,20161119,2016-11-19T16:00:00,FINISHED,16,13,,
TOP14,LOU,ASM,20141228,2014-12-28T18:00:00,FINISHED,16,13,,
TOP14,ASM,LOU,20140920,2014-09-20T16:30:00,FINISHED,43,12,,
TOP14,LOU,ASM,20111231,2011-12-31T13:15:00,FINISHED,6,6,,
TOP14,ASM,LOU,20110826,2011-08-26T18:00:00,FINISHED,22,13,,
TOP14,ASM,MHR,20260321,2026-03-21T13:30:00,FINISHED,17,20,,
TOP14,MHR,ASM,20251101,2025-11-01T15:35:00,FINISHED,7,9,,
TOP14,MHR,ASM,20250607,2025-06-07T19:05:00,FINISHED,10,23,,
TOP14,ASM,MHR,20241228,2024-12-28T17:00:00,FINISHED,18,22,,
TOP14,ASM,MHR,20240608,2024-06-08T19:05:00,FINISHED,52,15,,
TOP14,MHR,ASM,20231111,2023-11-11T16:00:00,FINISHED,17,20,,
TOP14,MHR,ASM,20230304,2023-03-04T14:00:00,FINISHED,34,6,,
TOP14,ASM,MHR,20221203,2022-12-03T14:00:00,FINISHED,19,14,,
TOP14,ASM,MHR,20220605,2022-06-05T19:05:00,FINISHED,20,15,,
TOP14,MHR,ASM,20211016,2021-10-16T15:00:00,FINISHED,20,22,,
TOP14,MHR,ASM,20210305,2021-03-05T19:45:00,FINISHED,22,16,,
TOP14,ASM,MHR,20201204,2020-12-04T19:45:00,FINISHED,15,21,,
TOP14,ASM,MHR,20191005,2019-10-05T13:30:00,FINISHED,20,13,,
TOP14,ASM,MHR,20190525,2019-05-25T14:15:00,FINISHED,27,28,,
TOP14,MHR,ASM,20181201,2018-12-01T13:45:00,FINISHED,23,28,,
TOP14,ASM,MHR,20180128,2018-01-28T15:50:00,FINISHED,29,30,,
TOP14,MHR,ASM,20171105,2017-11-05T15:50:00,FINISHED,28,24,,
TOP14,ASM,MHR,20170312,2017-03-12T16:00:00,FINISHED,19,28,,
TOP14,MHR,ASM,20160828,2016-08-28T14:15:00,FINISHED,22,26,,
TOP14,ASM,MHR,20160130,2016-01-30T13:45:00,FINISHED,15,19,,
TOP14,MHR,ASM,20151024,2015-10-24T18:45:00,FINISHED,24,19,,
TOP14,MHR,ASM,20150523,2015-05-23T14:15:00,FINISHED,17,29,,
TOP14,ASM,MHR,20140829,2014-08-29T18:45:00,FINISHED,20,21,,
TOP14,ASM,MHR,20140222,2014-02-22T13:30:00,FINISHED,42,16,,
TOP14,MHR,ASM,20130920,2013-09-20T18:45:00,FINISHED,43,3,,
TOP14,ASM,MHR,20130406,2013-04-06T14:40:00,FINISHED,36,14,,
TOP14,ASM,MHR,20130105,2013-01-05T14:00:00,FINISHED,36,18,,
TOP14,MHR,ASM,20120825,2012-08-25T16:30:00,FINISHED,13,8,,
TOP14,ASM,MHR,20120420,2012-04-20T18:45:00,FINISHED,22,9,,
TOP14,MHR,ASM,20111126,2011-11-26T13:15:00,FINISHED,29,23,,
TOP14,MHR,ASM,20110212,2011-02-12T13:00:00,FINISHED,29,9,,
TOP14,ASM,MHR,20100905,2010-09-05T13:00:00,FINISHED,27,10,,
TOP14,ASM,MHR,20100327,2010-03-27T13:30:00,FINISHED,41,3,,
TOP14,MHR,ASM,20091024,2009-10-24T12:30:00,FINISHED,16,9,,
TOP14,MHR,ASM,20090110,2009-01-10T15:30:00,FINISHED,3,30,,
TOP14,ASM,MHR,20080830,2008-08-30T12:30:00,FINISHED,43,20,,
TOP14,PAU,ASM,20260516,2026-05-16T12:30:00,FINISHED,24,19,,
TOP14,ASM,PAU,20250920,2025-09-20T12:30:00,FINISHED,50,27,,
TOP14,PAU,ASM,20250125,2025-01-25T15:00:00,FINISHED,20,14,,
TOP14,ASM,PAU,20240907,2024-09-07T14:30:00,FINISHED,39,7,,
